,job_id,build_target,build_tool,build_canceled_open_pr_on_branch,errors,failures,problems,warnings,skipped_words,lines,words,exceptions,error_classes,tests_total,tests_passed,tests_failed,tests_skipped,failed_tasks
645,208181208,BUILD,['yarn'],False,331,1899,4,527,1916,25641,182922,"['BufferUnderflow', 'Expected', 'Expected', 'Expected', 'Expected', 'InstanceNotFound', 'Expected', 'IllegalState', 'Timeout', 'IllegalArgument', 'IllegalArgument', 'IllegalArgument', 'IllegalArgument', 'IllegalState', 'IllegalArgument', 'IllegalArgument', 'NullPointer', 'IllegalArgument', 'SQL', 'Expected', 'SQL', 'Expected', 'SQL', 'Expected', 'InstanceNotFound', 'Runtime', 'Expected', 'NullPointer', 'IllegalState', 'InvalidProtocolBuffer', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'Runtime', 'Runtime', 'IllegalArgument', 'Expected', 'Runtime', 'Runtime', 'IllegalArgument', 'Runtime', 'Elasticsearch', 'Interrupted', 'Runtime', 'Runtime', 'NullPointer', 'Sonar', 'Runtime', 'Expected', 'Runtime', 'Expected', 'Runtime', 'Runtime', 'IllegalArgument', 'Expected', 'set', 'IllegalState', 'Expected', 'Email', 'Expected', 'Messaging', 'Connect', 'SSLHandshake', 'Runtime', 'IllegalArgument', 'ClosedByInterrupt', 'RejectedExecution', 'IllegalState', 'Expected', 'UnsupportedOperation', 'Channel', 'Bind', 'Expected', 'Hazelcast', 'Expected', 'Runtime', 'IO', 'throwHttpIO', 'Runtime', 'InternalError', 'Runtime', 'Runtime', 'Runtime', 'IO', 'throwHttpIO']","['Authentication', 'Authentication', 'Authentication', 'Authentication', 'Authentication', 'Authentication']",0,0,0,0,[]
646,235362151,BUILD,[],False,0,0,0,0,0,416,3639,[],[],0,0,0,0,[]
647,278297304,IT,[],False,0,0,0,0,0,489,1991,[],[],0,0,0,0,[]
648,267584027,BUILD,[],False,0,0,0,0,0,569,2134,[],[],0,0,0,0,[]
649,163744863,CI,[],False,0,0,0,0,0,187,2589,[],[],0,0,0,0,[]
650,231834413,BUILD,[],False,0,0,0,0,0,189,2662,[],[],0,0,0,0,[]
651,264761404,BUILD,[],False,0,0,0,0,0,578,2165,[],[],0,0,0,0,[]
652,267576170,BUILD,[],False,0,0,0,0,0,574,2149,[],[],0,0,0,0,[]
653,223857341,BUILD,[],False,0,0,0,0,0,191,2435,[],[],0,0,0,0,[]
654,208179171,BUILD,['yarn'],False,329,1907,4,527,2001,26040,188330,"['BufferUnderflow', 'Expected', 'Expected', 'Expected', 'Expected', 'InstanceNotFound', 'Expected', 'Timeout', 'IllegalState', 'IllegalArgument', 'IllegalArgument', 'IllegalArgument', 'IllegalArgument', 'IllegalState', 'IllegalArgument', 'IllegalArgument', 'NullPointer', 'IllegalArgument', 'SQL', 'Expected', 'SQL', 'Expected', 'SQL', 'Expected', 'Runtime', 'Runtime', 'set', 'InstanceNotFound', 'IllegalArgument', 'Expected', 'Email', 'Expected', 'Messaging', 'Connect', 'SSLHandshake', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'Runtime', 'Runtime', 'IllegalState', 'Expected', 'Runtime', 'Runtime', 'Runtime', 'Runtime', 'IllegalArgument', 'Runtime', 'Elasticsearch', 'NullPointer', 'Sonar', 'Runtime', 'Expected', 'Runtime', 'Expected', 'IllegalArgument', 'Expected', 'Runtime', 'Runtime', 'Interrupted', 'IllegalState', 'InvalidProtocolBuffer', 'Expected', 'RejectedExecution', 'IllegalArgument', 'ClosedByInterrupt', 'IllegalState', 'Expected', 'UnsupportedOperation', 'Channel', 'Bind', 'Expected', 'Hazelcast', 'Expected', 'Runtime', 'IO', 'throwHttpIO', 'Runtime', 'InternalError', 'Runtime', 'Runtime', 'Runtime', 'IO', 'throwHttpIO']","['Authentication', 'Authentication', 'Authentication', 'Authentication', 'Authentication', 'Authentication']",0,0,0,0,[]
655,122435648,IT,[],False,0,0,0,0,0,176,2493,[],[],0,0,0,0,[]
656,169244623,CI,[],False,0,0,0,0,0,197,3760,[],[],0,0,0,0,[]
657,267564927,WEB_TESTS,[],False,0,0,0,0,0,573,2147,[],[],0,0,0,0,[]
658,267576138,BUILD,[],False,0,2,0,0,0,571,2161,[],[],0,0,0,0,[]
659,122435647,IT,[],False,0,0,0,0,0,176,2489,[],[],0,0,0,0,[]
660,229102024,BUILD,[],False,0,0,0,0,0,211,2543,[],[],0,0,0,0,[]
661,235210201,BUILD,[],False,0,0,0,0,0,242,4362,[],[],0,0,0,0,[]
662,226880459,BUILD,[],False,0,0,0,0,0,324,2598,[],[],0,0,0,0,[]
663,235166634,BUILD,[],False,0,0,0,0,0,242,4425,[],[],0,0,0,0,[]
664,261037987,WEB_TESTS,[],False,0,0,0,0,0,572,2143,[],[],0,0,0,0,[]
665,231833018,WEB_TESTS,[],False,0,0,0,0,0,186,2522,[],[],0,0,0,0,[]
666,235215552,BUILD,[],False,0,0,0,0,0,231,3156,[],[],0,0,0,0,[]
667,267565073,WEB_TESTS,[],False,0,0,0,0,0,569,2134,[],[],0,0,0,0,[]
668,267550594,WEB_TESTS,[],False,0,0,0,0,0,569,2134,[],[],0,0,0,0,[]
669,224269723,BUILD,[],False,0,0,0,0,0,512,3778,[],[],0,0,0,0,[]
670,267560652,WEB_TESTS,[],False,0,0,0,0,0,573,2147,[],[],0,0,0,0,[]
671,137436165,IT,[],False,10,0,1,1,0,342,4775,['ProjectBuilding'],[],0,0,0,0,[]
672,221249732,BUILD,[],False,0,2,0,0,0,308,2923,[],[],0,0,0,0,[]
673,223857439,BUILD,[],False,0,0,0,0,0,199,2468,[],[],0,0,0,0,[]
674,235128916,BUILD,[],False,0,0,0,0,0,228,3157,[],[],0,0,0,0,[]
675,235170133,BUILD,[],False,0,0,0,0,0,231,3176,[],[],0,0,0,0,[]
676,235139704,BUILD,[],False,0,0,0,0,0,242,4439,[],[],0,0,0,0,[]
677,267572731,BUILD,[],False,0,20,0,0,0,582,2293,[],[],0,0,0,0,[]
678,223857440,WEB_TESTS,[],False,0,0,0,0,0,199,2473,[],[],0,0,0,0,[]
679,156454449,CI,[],False,0,0,0,0,0,196,3841,[],[],0,0,0,0,[]
680,291393760,BUILD,[],False,0,0,0,0,0,581,2175,[],[],0,0,0,0,[]
