,pr_number,title,base_sha,head_sha
62,658,SONAR-7054 use ws-client in batch,08dbeeee650d4792b6aaabb109ccd9504d282804,bd54c2aa8754cead7d4b6810a08c2bebd2488c77
63,660,share period resolver with dev cockpit,92d021f649a8a39a9ee8122730056c2aea590f05,08dbeeee650d4792b6aaabb109ccd9504d282804
64,672,SONAR-6995 CEQueueStatus get method should not modify state,61d82e55173c09592dc5bbb9474a1ae3a446be93,e5f5ca562f10727eead9e0de8fe1a090dea8399d
65,684,SONAR-6820 WS has page size limit of 500,c6374cf5b6820acd23b5a172b94cc56e90614e2d,c6374cf5b6820acd23b5a172b94cc56e90614e2d
66,679,"SONAR-7031 fix Logger.warn(String, Throwable) not logging exception",945ddd5c81c6eb6c1368fe0294bb4ad2f82297a5,3e4fbed7522576b9cbf9ee33f62a7d834822e6ff
67,654,WS user_tokens/revoke and WS user_tokens/search,3a1d39423a5d340cfdd7a4cb1b2dfa6a5a70447a,3a1d39423a5d340cfdd7a4cb1b2dfa6a5a70447a
68,671,SONAR-7028 Update default value of sonar.technicalDebt.ratingGrid,dbd2c9718432bab778d2fad2d807383cc71104d1,ff867f10ae2bd4955055b781ec68039cf28b3b37
69,677,SONAR-7098 Always feed issues authors,6cf62f0adc9677404df3ff457135591c17ad89a5,15dc8ea86dba565fa8f02814ca7c8fb9130ae3a7
70,686,SONAR-7030 Add migration to update LOADED_TEMPLATES,bc42f31f26309e25ce11b1749a9134fb31ebf359,13047c4b9e3dcc980c9e34a9b80d443e879e3405
71,663,SONAR-6933 Drop newDuplication() beta API,ba7e2918528cba02496907a81d730079953c28ce,a70899910e2448abda0ec8c76aff2000318dce49
72,696,improving duplication repository,9c0f38be94b42e4b56572111115ff5ebe416882c,9c311c559136c62930e6463c525dd735b3ecac16
73,698,SONAR-7129 WS api/components/tree,8239ac084eb9aaaba9f661a4e2fe5891bda8d452,6fe8b0cd64c4b4e2386d994016b465b0386ed09c
74,688,SONAR-6887 Improve message when missing revision or date on blame,1342b253edd4d79be057ceb8905b0919525d140f,02dbaef58e3ef830faec084461bb8295a11a6769
75,699,SONAR-2867 Standard copy-paste detection should happen within a proje…,6fe8b0cd64c4b4e2386d994016b465b0386ed09c,d1e303f8412f61f426a6c746cc2ac10b584940bd
76,655,Fix quality flaws,6e8c98eb49ac4798b12cdba1ce07af96187c96ed,d4ae9085f2cfaded243f2dba6d30ea7dfa887d89
77,653,SONAR-7080 Web service must provide execution time of the background task in progress,40b5c0d064fb0d553c880c03976df39902ed52bc,a79ed5d452c2307105f9536753e82286ad9d0de1
78,687,SONAR-6818 Restore warning when using sonar.profile,72cec54788255865cff4e857ed1d1a926242d197,7f680d2af8f27bfb3c63813c66203c621c65d6ae
79,670,SONAR-6884 Fix collation of MSSQL tables,3753d3c79d1c071fd651a8a97cc33a38aa91a231,eb849e55a39f19d0b7333da65331c3fb5c4a314d
80,691,SONAR-7121 Project's File Lock not released on error,13a6da5b9d25ef38b92b140fef845a46e6325939,8239ac084eb9aaaba9f661a4e2fe5891bda8d452
81,666,ws-client should not throw HttpException by default,b4201256a7e4d8b153ecf0cb074f6e264df67f17,f150c047ae04641c69dc7e3a07ac874958d6b88f
82,652,changes in SQ for Developer refresh CE task in Dev Cockpit,7a042dc00d1bf992920253755f6a6efb27793870,72a252ae0f8e6b6f9d54aade3188f4d6c9c2fcb7
83,678,add visit exception to know on which component any exception occured,9a86ee019c97e81e698e8387d7bc4ff106b8f05b,becb5c43ea0cc629c8731d4158b84a0a4aba9320
84,676,Improve RulesDefinitionXmlLoader,8d60a119dc62a8b3351f0c063f8308811b223218,82e73268e7abedc67c8f72594db47e8c52c83dcd
85,651,SONAR-7027 Fix for dev cockpit,7b7fa8b98ad7bb8dd51da02fc304b5ff05e30729,97302866010a4410745fe1ead3b72ee4780d4d95
86,683,SONAR-6939 Ability to override the decimal scale of float measures,3e4fbed7522576b9cbf9ee33f62a7d834822e6ff,28fbbdea56ba6bf753819188b5bb34add3d525c1
87,693,Disable Travis build of PR branches,43adad0053aca847f656346d1bc85e89f15d6ec0,98c0fc09dc8b6af619614ff289c5a52c09d97df0
88,690,SONAR-7126 support TLSv1.2,4bba0c42a269fefe019cd9a9c54f595ff2956d61,dd4165dd9dd78b79adbb215dddbe7a7a70e96c92
89,695,SONAR-7137 Fix migration that remove duplicated components on MySQL,6a13e5f6ed2da5101d33b84849594814351c379a,e184f159ade71372942f2840b62f6b71eeefb4c5
90,662,SONAR-7034 WS ce/task works for users with the 'Execute Analysis' permission,83e47cf30c12fe6aa02ea14669f139e6530b48fb,83e47cf30c12fe6aa02ea14669f139e6530b48fb
91,669,do not try and compute variations of developer measures,c93d2bf659c5fc869b05752789e2bb267a9decc5,45c9896c61d28f064952573dff0e30bee5e08d2f
92,675,SONAR-6905 dump task metadata when scanner uploads report,ff867f10ae2bd4955055b781ec68039cf28b3b37,f7256b43b01f0feae27d92677176b7273795a072
93,689,SONAR-6968 Bad error message when analyzer detects that no language p…,a789f25232f010dfcbbed6f5133f156435b6199c,979729f8ded0c66ccb910e7b18a71e68d28fa853
94,694,SONAR-7137 Fix migration that remove duplicated components on MsSQL,c5794e1e2faa062a97df6663fdd4918382e6b0c6,dfcd64dac0c3bec67eb0c9939191fa7831b59c3b
95,692,SONAR-7140 Do not check the temp directory configured on bootstrap process,43adad0053aca847f656346d1bc85e89f15d6ec0,8d1bd906bf79f5c6293d072b51e07ae4edebcdb8
96,700,fixed history package version for react-router compat,e8d0c5b1edf506fee45a86fea8f059f6b1d2033f,d29b16931789352101a6e67787431fd0b5be2029
97,661,SONAR-7084 Analysis do not fail when a component do not have a path,f463897daea037addd0ee5d1a45c046b784e1fc5,f463897daea037addd0ee5d1a45c046b784e1fc5
98,668,SONAR-7100 Disable WS cache by default in issues mode,45c9896c61d28f064952573dff0e30bee5e08d2f,54ddd3a2ea84ae6f394f3886266e1692e62a31d5
99,697,Update Travis build to use JDK 7 for Dory analysis,5c75034675b60ec9a4decaf5ecce49574d987c8e,c7eddc9131d6c61d6abd25dc00a56af364e950f9
100,955,SONAR-7628 WS api/qualitygates/project_status requires admin or browse permission,4c56e6c287c0ca07dba287a234759c5a32193ba7,4c56e6c287c0ca07dba287a234759c5a32193ba7
101,966,SONAR-6514 Unexpected behavior when one module id is 'sonar',aa98472baece8f11b72600cf78f2b2f1234cd103,cadc0c3e861eebce78bcdbf99c30c416ce9c42d2
102,980,Do not store _source in index rules/activeRule,d383aa2db56e889c1dfbc0608483cad96f508f52,7f6c8f2a7878b602f6f8cd6a577c84558ffc4d74
103,973,SONAR-7534 Server#getUrl must return serverBaseUrl when it is set,35997d8bbebb20e87f78ab1d7a7a77ab28cf16a9,30938a6522f09c9a6c79cf7e3d3ffdc985924130
104,987,SONAR-6613 remove useless indexes on table GROUP_ROLES,b46d54e92260cdc574549bcf42c7e765b271d45e,785c0483952fb3ccc0fa9d98ae49273a463ce8ae
105,994,"SONAR-7223 ""Best Values"" are not displayed properly",f4ed643a3181c5c54e16f9d3db0d6e3974cb6153,a16eb4f49264e0a05c4ad411eec6750869abc1cb
106,986,SONAR-7271 Add license and serverID status to System Info ,08748e9a991f3c1c91523f5ea28068872dd5803f,e4922501b7f91eb09d8d136849d88cedc691ca84
107,961,SONAR-7545 functional error when updating a project key,27aa656e1f6031e54f004c9f91d7919f3cb79722,27aa656e1f6031e54f004c9f91d7919f3cb79722
108,967,SONAR-7634 Metric names should be localized,9ac7dcbbf26081d499a2dbd40549ffeff159f93d,b8bc04888ec47bb5db6ecce85c34cc30e08f6fa7
109,979,SONAR-6632 Fail to index rule if description is more than 32kb,d1e213c6f713cd38c9c7b06fb222c725c821f6c5,8e471dfb205e249e4c0a49bf6936229fa743a444
110,974,SONAR-7626 Deprecate issues report (html/console) feature,3efea992de3a883b22321a42c0c639364b3fbf11,f49762d1f718302495b9b56ad521c7ec78c46c9d
111,960,SONAR-7175 DbCleaner keeps the oldest analysis instead of the newest one,a956de09fd857e4150a8d19a453f1055af9f24c9,9ac7dcbbf26081d499a2dbd40549ffeff159f93d
112,981,Disable ES norms when possible,4c4e6e798e719390049bf12fb78d81cc273921d3,8f05f746d59c5643e7a5eae0a3af93cb3bcfc108
113,988,SONAR-7009 Add issue exclusions in CE,236a6146ae770e74044337462132865490cb8365,c22e7f7e57a85b5e11dd071ab681eca650bbe477
114,995,SONAR-7237 Measure variations are not computed when a component is created inside the period time frame,b70f2903e70aad17ed54153f11dc0ab7e325e930,7630d660953cba8eee725a6a46c89dbf658bf1a0
115,956,SONAR-7274 Return authorized projects in api/qualitygates/search,27aa656e1f6031e54f004c9f91d7919f3cb79722,9c96c2af00cc05d3bb850264b3c33d4f66e89217
116,953,"Deprecate ""Test execution details"" and ""Test execution details"" WS",5351438d5add43bb12a67cc64237fe80b1b9932b,1c5c7dcbf3d07caa64827e333f0f79f51a6bb19f
117,968,SONAR-7154 main process must create property file in SQ's temp dir,26528fdc3a6fcdf197008b6da6210473d9f5681d,8d727d037967e6d2a3c6a998e48f3ebcee6059b0
118,982,SONAR-7386 Error while searching issues with non-GMT timezone,54182e421c652e100091196e45ff2474b2cc9608,8b30b33f70e23f4352213837b9cd92a84375eb2b
119,975,SONAR-7390 support highlighting over multiline including empty one,a2ca041dc1fa1ed762ca43f08fc65503f6b2596b,c0c77159e1a512a1724b73550f4ede36619d1560
120,996,"SONAR-7578 Filter issues by leak period and by file, directory or module",7630d660953cba8eee725a6a46c89dbf658bf1a0,788fa6c2eeca7df4ba653c12e7e33224aff9a51f
121,989,Feature/sl/sonar 7422,6392893e41bc802900c2023c87e64753c00ce887,5076cc2f6b9c421359a1c711a20f9d1965226cec
122,951,Minor Bash improvements,23c569a7b1b504d3035ade819bdc2b9787be958e,a16db01d8fb1a5fa876374815baf0e68e0bb836d
123,962,SONAR-6696 Fix profile description in history page,8d727d037967e6d2a3c6a998e48f3ebcee6059b0,aac58f3d481f23639a900489cd52857c0f16b1b2
124,969,SONAR-6846 don't fail on duplicate row in snapshot_sources,b56ffa9f1bb13182f0c7e85729d72a611816b417,98c745aaed5d98118f47a57ef43317fb4962c8a8
125,983,SONAR-6912 prevent admin lockout -- partial fix,54182e421c652e100091196e45ff2474b2cc9608,d75c2e87a782a8f3251bc4ce88e13fa5abda8f2a
126,976,SONAR-7635 WS returns english localization of metric names and descriptions,3e08e0769b8fa6ac333fd66d16f8c48dc281103a,3e08e0769b8fa6ac333fd66d16f8c48dc281103a
127,990,SONAR-7142 Cannot restart server after wiping out Server ID fields,914ce5b41428aaea63ce66ac724ba13958fc1cf1,b2e3dcfae6061e0a410ae623779f83969a319e2f
128,997,SONAR-7649 do not repair db collation outside migration,e763c1f4f9403ef2a6f345545cdeec52fe3294e2,beddfbf183ba2cbe5018d056b5c9c6eaa1cf3376
129,1000,Make links clickable on GitHub,90f751a88686cb2f55c7d440572d9aa44c7083af,5a33f2c7829e86839938277b1f7318cf78f1b146
130,957,SONAR-7630 Do not use MySQL TINYINT(1) for non-boolean columns,87a609a4c529fc25c89c425dc11a2cb49ef3fbf8,d7778f767e55fbe5832dd50742eb43b30a818704
131,993,make analyses of projects fail when they are submitted with the key of a view,4b0f37fe3680359d0caa6cdf90580e700018769c,6ea16bffd566b4790f26b492860f01d9f2cda5e9
132,959,SONAR-7493 Analysis can fail if message of issue has multibyte characters (Oracle DB),ffa4f63a6f784a14f129b990477b80a40f50abf5,8b1059f02f62be27a6dc19152fa8a2cd57240224
133,970,"SONAR-6807 In the issues report, show the rule key",5d3d62b840255f41ecb079271f6c3df3187da468,aa98472baece8f11b72600cf78f2b2f1234cd103
134,984,SONAR-7386 Error while searching issues with non-GMT timezone,54182e421c652e100091196e45ff2474b2cc9608,8bee1659dd861981f2b6b535f05a034c2e2c4f9c
135,977,SONAR-7530 Add pagination on the Project Measures page,30e209cda5fb6f1bdbbf4cde7b89098e0df8aadf,f15db210f8ef5ca273ccb78f79b7f1435cf237ab
136,991,SONAR-7646 Log flooding on date of issues WS,b1a9efa8aada0e789b32ffb1fcaa22a40e1cb240,b1a9efa8aada0e789b32ffb1fcaa22a40e1cb240
137,998,"SONAR-7484 WS restrict action key suffixes to protobuf, json and text",3c4448e9b2eab3feb7f472029afef6e90e17be22,b70f2903e70aad17ed54153f11dc0ab7e325e930
138,963,SONAR-7539 WS api/properties should return licenses if user is authenticated,f1994051ac83659f201160049afe39ae5b26dcfb,f40184c9165ac55f5b35f576681387144adfca03
139,971,SONAR-7400 Improve performance when searching for activated rules,e9d01329ece74fc444fdc01689e2833f691063d9,d1e213c6f713cd38c9c7b06fb222c725c821f6c5
140,985,SONAR-6438 Sanitize description of WS sections,54182e421c652e100091196e45ff2474b2cc9608,11b980f133a2c1575b1383a2b0627aca148e2baf
141,964,SONAR-7464 Optimize NCLOC_DATA and COMMENT_LINES_DATA,cadc0c3e861eebce78bcdbf99c30c416ce9c42d2,03a0d8af47f6fb3acd5156b133ffbfea9d1d1586
142,978,SONAR-7640 WS should return unauthenticated when login/password are set but invalid,08748e9a991f3c1c91523f5ea28068872dd5803f,b46d54e92260cdc574549bcf42c7e765b271d45e
143,992,SONAR-7639 WS api/l10n/index supports only BCP47 language tags,2f6ac87ae99bb3601d4d6f4bb85a9d4b1b3a94df,726326bdff381271e95eb4a006f58dd57c4db2bc
144,999,SONAR-6592 Deprecate rule metadata annotations (sonar-check-api),a84dc5bdd315df1d9ceceac7aac758f604b98320,8ac488b85075414668c109db3556eca7fd1667d3
145,952,SONAR-6336 Fail to update or create a condition that already exists,64fa9230e6346dd4bacb1855705630e877fd9f17,677d5f1cb7729046f4e1cd11f17ee244e31f9c0d
146,954,SONAR-7580 only sonar.embeddedDatabase.port required to set H2 port,f1994051ac83659f201160049afe39ae5b26dcfb,983beea417c9ffb0561857d0b7e69a97dfadc91d
147,958,API improvements,4c56e6c287c0ca07dba287a234759c5a32193ba7,71b97ad9af2ba00f153139c28b5c2ccdc139e67a
148,972,Feature/remove ws cache,1d0523368d43ccf4bef67ee9918a84419b4073b7,35997d8bbebb20e87f78ab1d7a7a77ab28cf16a9
149,965,SONAR-7431 Keep filters state in url on background page,9ac7dcbbf26081d499a2dbd40549ffeff159f93d,8baa305a0dab0734ef2697fe3dce5c8f9d76dc52
150,1157,Replace CE logs with error message and scanner context in UI,c94f82925f5ce0664b3e681f1db6fdb52c5c9263,4c2d7de3467a39db6a11452e7436929b67e2c875
151,1161,SONAR-7903 add missing primary keys to tables ce_task_input and scanner_context,2d5742c8521dbc935bb77d9ecbc86f193556aff0,ea815f2eefd7c0f99add2436b747dda85c71fd37
152,1192,SONAR-7892 do not support upgrade from before SQ 5.6,ab1dfd49845796224ab389e02fda5c0127216310,3384509391601bbcf1ce234680b83ac086197326
153,1176,SONAR-8012 Restore support of IBM JVM in WS client,dbdc5a77be603fb915b169a973d5715cdc220847,9329e61380e93fb13a512e3684f528296c195d06
154,1189,"SONAR-7975 Return parentValue, parentValues and parentFieldsValues",3588f94756e919d829cb2a44e0acffa1cc6f5b46,2e3c74b1b96f5a0475fc7c3482621412aa765192
155,1156,SONAR-7825 fix ws change log level,8a098434b7d84a74256b643f2b291f00abe505df,087481a53525549b11fe3fce15534b489a44b4cf
156,1159,SONAR-7969 Create /api/settings/values WS,8aa3feee31f00009dbed4d9c78d74003480b754d,6dbb7e774612a2dd360f67ce2b4a7131e3ce5125
157,1162,SONAR-7841 FileMoveDetectionStep must not log at INFO level,087481a53525549b11fe3fce15534b489a44b4cf,d6a050cc1c460c26c887b8b398bdee5691736720
158,1169,feature/jl/feedbacks_on_settings_ws,556f0c365d9e644d1bb8f4d37cc89458aa940f61,170910a9c2619e67b7393235959bbb3d002deb4d
159,1184,"SONAR-5813 Fully drop support of ""sonar.cpd.xxx.skip"" properties",971c84d19547548ca70251d6131018ed0d083179,0fa7bac665d9c3a29af5db01a445e71d7af23ca5
160,1196,SONAR-7675 internal properties,a3aa0cfdd9457a14bf2319700d83d7ae6cb461a3,fefad99cac05440454dd61468c5bd48132f1ae5b
161,1181,feature/jl/fix_values_ws,aa5f425a236f8be72f709cc91175d3f65a26753d,bf23163e41dcdb85b0610ffbfdcdd233d96a682b
162,1199,SONAR-8039 Create /api/licenses/list to return licenses with metadata,53d54475d4edde73635a1871e067b4cabf6f60ea,a9dcddb21deaa014255d8bff601515bbdbdf20ff
163,1190,SONAR-8004 WS settings/set handles property set,2e3c74b1b96f5a0475fc7c3482621412aa765192,ef892610fe2888078e33b5fd95d9220bd62e3c03
164,1195,SONAR-7258 The project version should be optional,7fb4681ba4ac8a7739896b150e3f86655e6ce849,b59d941f342c5d81cf04eb0f172f393f03180daf
165,1191,update PR analysis mode,9d1e4480d844d40b09c0ddaaeef5f4ff7824e975,117168aac4c06d407ddea2309fecf1fd9b79b451
166,1155,BUILD-155 Download PhantomJS from Repox,910006e96b4dd294744ee86f1f8647052141598a,2c31e607d450fe249346bbfa36113b216b8794b5
167,1163,SONAR-5856 Rewrite Settings page,53d54475d4edde73635a1871e067b4cabf6f60ea,1b93697fc2a548102ee38e5cb728cf7f5620ec17
168,1200,SONAR-8055 Create /api/emails/update WS to update email settings,b60c69ba225f7aa5f4de72ebb0429e99b9c173b5,f6d670f1aad505c149d9f2e3459f2c74edc77c9e
169,1174,Remove wrong property type in plugin IT,b1d6d975039a1a5d9639f8d8726da1a48d5285e1,b4ba242ad71f3087134cb8e76d688bcf5dacc3e3
170,1180,SONAR-8003 WS settings/set handles multi value settings,bf23163e41dcdb85b0610ffbfdcdd233d96a682b,ebf15f10287a07cc593233132f930616e29fd6be
171,1182,SONAR-7986 Remove property set values when removing property set,443ad96989ae5f3e5c3388da90a36dcb90d09bf7,c2f4d92a0cdec02601984fed534ee7d2dfb106fa
172,1193,use webpack to build less,a5a4a49e0c8ded4740a0de91a31cf2c689a2f94c,b60c69ba225f7aa5f4de72ebb0429e99b9c173b5
173,1172,SONAR-7989 remove AJP support in embedded tomcat,6dbb7e774612a2dd360f67ce2b4a7131e3ce5125,9939db4720436cda5436ca506a92e06954796e5b
174,1154,SONAR-7996 Rounding of technical debt is not accurate,f7f9dece1a4bc13d619bbd3c79618b903241f13f,95e2e29d801ebdd7e3f70de2fc702b2628369294
175,1158,SONAR-8006 Decrease memory comsumption of FileMetadata,2d5742c8521dbc935bb77d9ecbc86f193556aff0,c94f82925f5ce0664b3e681f1db6fdb52c5c9263
176,1152,SONAR-6846 support duplicate snapshots with islast=true,54e5d34f816386987a5ccd0634e311d692a64588,d94aa825004f0c8666690da143d466d71b31388d
177,1177,SONAR-7844 scanner context must be associated to task,ebf15f10287a07cc593233132f930616e29fd6be,971c84d19547548ca70251d6131018ed0d083179
178,1170,SONAR-8011 support when file in DB has no path during file move step,560d8e87f9624cc2ad1b7a5c17ac647d2dcc0d54,560d8e87f9624cc2ad1b7a5c17ac647d2dcc0d54
179,1198,SONAR-8004 WS settings/set with a proper WS client,a9dcddb21deaa014255d8bff601515bbdbdf20ff,d65ffe61517e311faf355a4d4c8134d3e73091e5
180,1179,Handle deprecated key in values and list_definitions WS,6bf560b4bac04797817a1df56365a578b22dfb30,71696ce1a2a5c77fa8b59a7517d7900ee1b2f6f8
181,1187,SONAR-7864 Drop org.sonar.api.scan.filesystem.ModuleFileSystem from API,0fa7bac665d9c3a29af5db01a445e71d7af23ca5,443ad96989ae5f3e5c3388da90a36dcb90d09bf7
182,1194,Update UI welcome message,ef892610fe2888078e33b5fd95d9220bd62e3c03,423cba9e6c64edb3b3416ff2278fe2b6ce29edc3
183,1197,SONAR-7678 server stateless settings,ee47277536e2efb0242cd1b8897c88d583f06a03,9d00af20ea7a2962c5af77832c69bab9c32db6e8
184,1160,SONAR-7970 Create WS api/settings/set persist simple values,85727eefe99cd76e589192beb4867b0910094fbf,8a098434b7d84a74256b643f2b291f00abe505df
185,1167,SONAR-7896 set env var TMPDIR to make JRuby use SQ tmp dir for tmp files,d94aa825004f0c8666690da143d466d71b31388d,a79dddadd5038e9d6bbc26d363e39576180c1063
186,1183,SONAR-7861 support no project name in scanner report,3384509391601bbcf1ce234680b83ac086197326,990247c12ce69eab699a5368e2e610ce7d0ff956
187,1165,SONAR-7896 fix report upload error on windows,d94aa825004f0c8666690da143d466d71b31388d,9a67b9c31a7a1febceb01b0ab985e0433c554961
188,1164,SONAR-7893 end of support of MSSQL 2008,4c2d7de3467a39db6a11452e7436929b67e2c875,0a4997214bbcf07aa66106a34556148885df9b01
189,1173,SONAR-7970 WS settings/set validates data,699fb2c4afbd4954fbc597a9a8bb6abaf6e2e113,aa5f425a236f8be72f709cc91175d3f65a26753d
190,1175,SONAR-7986 Create /api/settings/reset WS to remove the value of a setting,71696ce1a2a5c77fa8b59a7517d7900ee1b2f6f8,699fb2c4afbd4954fbc597a9a8bb6abaf6e2e113
191,1166,SONAR-8013 fix bad match choice in file move detection,6d7cf32691478b8488c2692a32b543169ab6dee0,9eb83a4ee9e247c4ab8af35b8e30c2f8c220ca68
192,1171,SONAR-7682 upgrade H2 to 1.4.192,7d85d969c0d0dddb202ee9440cabd5c698a7cfe3,319abc8d087e5cd28b1c14143ba9a32d552d11d0
193,1186,SONAR-7722 The project name should not be mandatory,990247c12ce69eab699a5368e2e610ce7d0ff956,2a0f61067fdcaf00106a94d207c7dfc5c9a9719e
194,1178,SONAR-7675 Ability to store server-side internal information,fbd2580494b44341c6180bbb59fcc02c8b538889,c112efdcdc780ee7b89ba7b6319e8d13904f47d6
195,1185,SONAR-7872 support no project version,990247c12ce69eab699a5368e2e610ce7d0ff956,3588f94756e919d829cb2a44e0acffa1cc6f5b46
196,1168,SONAR-7884 update default Update Center URL to HTTPS,a79dddadd5038e9d6bbc26d363e39576180c1063,1389151511b840fc40929913a6abd7942f93740c
197,1151,do not send an overriden language if none is configured locally,b8f817013b8653d42034a00b15dceb45c65354a9,29e384d29371bdfc2dddfede0ce758b5eb2ae780
198,1188,remove unused dependencies,0fa7bac665d9c3a29af5db01a445e71d7af23ca5,6e46635fde46644e8e76276abbcf6c782a528a5b
199,1153,"Persist scanner context in DB, provide it in WebService and purge it with the analysis",755eb486098ae92d3d4415defa4f28c1dc5d844b,2c0138cc7777e8556c0ee1f5f76d69b0b92094db
200,475,Feature/cache issues mode,f14a07796a04815dabde6f357de3ac87e5344d4a,91c3bee035b2fe4249dca9f953f1a4b0e1b5474a
201,463,Deep improvement of WS api/issues,e2daa5befa8916b585567a942141edcb7eff9a19,09092e7e3be806e5a1dee9fcf698af28068d9f66
202,490,SONAR-6813 drop ES index sourceLines,d156cfffc2efd849f85bbbfc3d8f0870697ec7b1,cb5a6a72b6d4ca1fa0f86a047cfbcb3f71736153
203,479,Feature/views in5.2,2bfefbed900d10ee2320630c83f13d21346a1bb8,2bfefbed900d10ee2320630c83f13d21346a1bb8
204,499,support for views component persistence,2c5b2483c87134537a88e057c5d2d588cc0b4f99,b3101c1575b89000737c854abf87631f1ec22a6f
205,473,SONAR-6487 WS permissions/groups with project permissions,f14a07796a04815dabde6f357de3ac87e5344d4a,ee41d320e821da231c4db0817624c16cc894f997
