,from_tag,from_author_date,from_sha,to_sha,ahead_by,behind_by,to_tag,to_author_date,ahead_behind_sum,diff_author_dates,diff_author_days,from_commit_date,to_commit_date,diff_commit_dates,diff_commit_days
610,6.5-M2,2017-07-05 17:09:06,bcc8082815b493171a30ae32dfef9d9c278804a4,3861f8769afa40e556c63ff7f39a41f9f89f68fa,66,0,6.5-RC1,2017-07-13 17:11:40,66,8 days 00:02:34,8.001782407407408,2017-07-05 19:09:06,2017-07-13 19:11:40,8 days 00:02:34,8.001782407407408
573,6.5-M3,2017-07-13 17:56:59,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,fa58d92ea7145838c8030fc4611a4bdefe94b5de,14,0,6.5-RC2,2017-07-24 15:42:40,14,10 days 21:45:41,10.906724537037038,2017-07-13 19:56:59,2017-07-24 17:42:40,10 days 21:45:41,10.906724537037038
536,6.5-M4,2017-07-24 16:45:48,4815ccb899b0cff352dd979024afd46db878b692,ef2ca5b33e5795b841d45e0b20fef3cb90391719,6,0,6.5,2017-08-01 11:58:54,6,7 days 19:13:06,7.800763888888889,2017-07-24 18:45:48,2017-08-01 13:58:54,7 days 19:13:06,7.800763888888889
590,6.5-RC1,2017-07-13 17:11:40,3861f8769afa40e556c63ff7f39a41f9f89f68fa,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,1,0,6.5-M3,2017-07-13 17:56:59,1,0 days 00:45:19,0.031469907407407405,2017-07-13 19:11:40,2017-07-13 19:56:59,0 days 00:45:19,0.031469907407407405
553,6.5-RC2,2017-07-24 15:42:40,fa58d92ea7145838c8030fc4611a4bdefe94b5de,4815ccb899b0cff352dd979024afd46db878b692,1,0,6.5-M4,2017-07-24 16:45:48,1,0 days 01:03:08,0.04384259259259259,2017-07-24 17:42:40,2017-07-24 18:45:48,0 days 01:03:08,0.04384259259259259
477,6.6,2017-10-20 12:09:25,353296630a2d150f48c76183e82188dfcaa42df0,3f72c27bf24dcecfad0e0901797e6d166532de72,348,0,6.7-RC1,2017-10-27 14:27:52,348,7 days 02:18:27,7.096145833333333,2017-10-20 14:09:25,2017-10-27 16:27:52,7 days 02:18:27,7.096145833333333
496,6.6-RC1,2017-10-10 17:03:23,868e9ce285262e5277c158ea3c2082c379e81943,353296630a2d150f48c76183e82188dfcaa42df0,9,0,6.6,2017-10-20 12:09:25,9,9 days 19:06:02,9.795856481481481,2017-10-10 22:41:48,2017-10-20 14:09:25,9 days 15:27:37,9.644178240740741
439,6.7,2017-11-07 15:03:37,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,426519346f51f7b980a76f9050f983110550509d,25,0,6.7.1,2017-12-20 16:32:02,25,43 days 01:28:25,43.061400462962965,2017-11-07 16:03:37,2017-12-20 17:32:02,43 days 01:28:25,43.061400462962965
458,6.7-RC1,2017-10-27 14:27:52,3f72c27bf24dcecfad0e0901797e6d166532de72,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,25,0,6.7,2017-11-07 15:03:37,25,11 days 00:35:45,11.024826388888888,2017-10-27 16:27:52,2017-11-07 16:03:37,10 days 23:35:45,10.983159722222222
420,6.7.1,2017-12-20 16:32:02,426519346f51f7b980a76f9050f983110550509d,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,30,0,6.7.2,2018-02-22 16:56:57,30,64 days 00:24:55,64.01730324074074,2017-12-20 17:32:02,2018-02-22 17:56:57,64 days 00:24:55,64.01730324074074
312,6.7.1,2017-12-20 16:32:02,426519346f51f7b980a76f9050f983110550509d,b19047de0e815b1c6474770e8bc0fff41daa4d01,419,0,7.0-RC1,2018-01-24 14:36:36,419,34 days 22:04:34,34.919837962962966,2017-12-20 17:32:02,2018-01-24 15:36:36,34 days 22:04:34,34.919837962962966
401,6.7.2,2018-02-22 16:56:57,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,15,0,6.7.3,2018-04-06 14:12:21,15,42 days 21:15:24,42.88569444444445,2018-02-22 17:56:57,2018-04-06 16:12:21,42 days 22:15:24,42.92736111111111
382,6.7.3,2018-04-06 14:12:21,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,b62b59da1adf991c41ed0730684f813d4116f6cc,20,0,6.7.4,2018-05-30 07:23:04,20,53 days 17:10:43,53.71577546296297,2018-04-06 16:12:21,2018-05-30 09:23:04,53 days 17:10:43,53.71577546296297
363,6.7.4,2018-05-30 07:23:04,b62b59da1adf991c41ed0730684f813d4116f6cc,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1,27,0,6.7.5,2018-08-06 10:17:09,27,68 days 02:54:05,68.1208912037037,2018-05-30 09:23:04,2018-08-06 12:17:09,68 days 02:54:05,68.1208912037037
344,6.7.5,2018-08-06 10:17:09,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1,302f75de1ec5df6e983970f3c76b86ee02b1cd26,16,0,6.7.6,2018-11-19 15:51:14,16,105 days 05:34:05,105.23200231481482,2018-08-06 12:17:09,2018-11-19 17:49:11,105 days 05:32:02,105.2305787037037
325,6.7.6,2018-11-19 15:51:14,302f75de1ec5df6e983970f3c76b86ee02b1cd26,4aa6d928f960303eb990d50c275513a517c85e69,12,0,6.7.7,2019-04-16 15:38:04,12,147 days 23:46:50,147.99085648148147,2018-11-19 17:49:11,2019-04-16 17:38:04,147 days 23:48:53,147.99228009259258
2317,7.0,2018-02-02 12:20:31,3b827a9a9a4b133c9fbe168aec8db44d78efeaeb,ecdde3879059a41f229782061bdad49677dd63f8,315,0,7.1,2018-03-23 20:20:52,315,49 days 08:00:21,49.333576388888886,2018-02-02 13:20:31,2018-03-23 20:20:52,49 days 07:00:21,49.29190972222222
287,7.0-RC1,2018-01-24 14:36:36,b19047de0e815b1c6474770e8bc0fff41daa4d01,3b827a9a9a4b133c9fbe168aec8db44d78efeaeb,7,0,7.0,2018-02-02 12:20:31,7,8 days 21:43:55,8.905497685185185,2018-01-24 15:36:36,2018-02-02 13:20:31,8 days 21:43:55,8.905497685185185
2319,7.1,2018-03-23 20:20:52,ecdde3879059a41f229782061bdad49677dd63f8,d7828ea4d821aaceedd431004c83a196cea8b38a,500,0,7.2,2018-06-13 20:20:50,500,81 days 23:59:58,81.99997685185186,2018-03-23 20:20:52,2018-06-13 20:20:50,81 days 23:59:58,81.99997685185186
2320,7.2,2018-06-13 20:20:50,d7828ea4d821aaceedd431004c83a196cea8b38a,87c1e3d93bf8a583932c11d4e1b740e91f80ffa0,228,0,7.3,2018-07-20 20:21:18,228,37 days 00:00:28,37.00032407407407,2018-06-13 20:20:50,2018-07-20 20:21:18,37 days 00:00:28,37.00032407407407
2321,7.3,2018-07-20 20:21:18,87c1e3d93bf8a583932c11d4e1b740e91f80ffa0,86937350807da2beb38dcd4216eafea0009fb99f,101,0,7.4,2018-08-03 20:21:25,101,14 days 00:00:07,14.000081018518518,2018-07-20 20:21:18,2018-08-03 20:21:25,14 days 00:00:07,14.000081018518518
2322,7.4,2018-08-03 20:21:25,86937350807da2beb38dcd4216eafea0009fb99f,cb851ba202973bd468e070572c1e3b0b0437d2f4,657,0,7.5,2018-12-18 09:56:40,657,136 days 13:35:15,136.56614583333334,2018-08-03 20:21:25,2018-12-20 11:41:48,138 days 15:20:23,138.6391550925926
249,7.5,2018-12-18 09:56:40,cb851ba202973bd468e070572c1e3b0b0437d2f4,c2edd480f08c8a692757df5ce6c89cddb566b666,243,0,7.6,2019-01-21 15:04:13,243,34 days 05:07:33,34.21357638888889,2018-12-20 11:41:48,2019-01-21 20:21:01,32 days 08:39:13,32.36056712962963
230,7.6,2019-01-21 15:04:13,c2edd480f08c8a692757df5ce6c89cddb566b666,69bc562d207053ef21afd12c8bc9c5217b50227a,236,0,7.7,2019-03-19 16:29:12,236,57 days 01:24:59,57.059016203703706,2019-01-21 20:21:01,2019-03-20 16:29:54,57 days 20:08:53,57.839502314814816
211,7.7,2019-03-19 16:29:12,69bc562d207053ef21afd12c8bc9c5217b50227a,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89,509,0,7.8,2019-06-18 09:08:04,509,90 days 16:38:52,90.69365740740741,2019-03-20 16:29:54,2019-06-18 20:21:07,90 days 03:51:13,90.16056712962963
192,7.8,2019-06-18 09:08:04,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89,6502ec4ffee7e5a57498baaf330b80eb490d01c2,141,0,7.9,2019-07-01 07:56:26,141,12 days 22:48:22,12.95025462962963,2019-06-18 20:21:07,2019-10-17 15:24:45,120 days 19:03:38,120.79418981481481
173,7.9,2019-07-01 07:56:26,6502ec4ffee7e5a57498baaf330b80eb490d01c2,6818fad17ba67e97d395a8488d5412e00892d5e1,17,0,7.9.1,2019-07-10 12:20:33,17,9 days 04:24:07,9.183414351851852,2019-10-17 15:24:45,2019-10-17 15:24:48,0 days 00:00:03,3.472222222222222e-05
113,7.9,2019-07-01 07:56:26,6502ec4ffee7e5a57498baaf330b80eb490d01c2,87ca68d63f4afd37d74b2f454430dfde9e862c6a,415,1,8.0,2019-10-15 08:15:12,416,106 days 00:18:46,106.01303240740741,2019-10-17 15:24:45,2019-10-15 11:52:16,-3 days +20:27:31,-2.1475578703703704
144,7.9.1,2019-07-10 12:20:33,6818fad17ba67e97d395a8488d5412e00892d5e1,5832fefc31f5ba25f15b3fa66ed816f7b87fd835,19,0,7.9.2,2019-12-09 13:03:50,19,152 days 00:43:17,152.03005787037037,2019-10-17 15:24:48,2019-12-09 20:53:13,53 days 05:28:25,53.22806712962963
92,7.9.2,2019-12-09 13:03:50,5832fefc31f5ba25f15b3fa66ed816f7b87fd835,898a79cc7df01a9603c17f92b93e46ec62bc77d2,11,0,7.9.3,2020-03-24 07:49:27,11,105 days 18:45:37,105.78167824074075,2019-12-09 20:53:13,2020-03-24 20:03:32,105 days 23:10:19,105.96549768518518
73,7.9.3,2020-03-24 07:49:27,898a79cc7df01a9603c17f92b93e46ec62bc77d2,2f8d99a55899105cbf3e3170194c614c2a6ea4d7,14,0,7.9.4,2020-07-23 14:40:10,14,121 days 06:50:43,121.28521990740741,2020-03-24 20:03:32,2020-07-23 20:05:45,121 days 00:02:13,121.00153935185185
125,8.0,2019-10-15 08:15:12,87ca68d63f4afd37d74b2f454430dfde9e862c6a,65a7a7c34de5bff9aed7c3e58eb6dcc87ae34b57,196,0,8.1.0.31237,2019-12-17 12:29:34,196,63 days 04:14:22,63.17664351851852,2019-10-15 11:52:16,2019-12-17 15:52:53,63 days 04:00:37,63.16709490740741
41,8.1.0.31237,2019-12-17 12:29:34,65a7a7c34de5bff9aed7c3e58eb6dcc87ae34b57,749367809478e5b7f60c6ef952436db9789b5882,262,1,8.2.0.32929,2020-02-25 14:32:24,263,70 days 02:02:50,70.08530092592592,2019-12-17 15:52:53,2020-02-26 10:41:20,70 days 18:48:27,70.78364583333334
55,8.2.0.32929,2020-02-25 14:32:24,749367809478e5b7f60c6ef952436db9789b5882,9c58e36328ae79ad3c36c13aa253879351ce3613,180,0,8.3.0.34182,2020-04-28 13:54:13,180,62 days 23:21:49,62.97348379629629,2020-02-26 10:41:20,2020-04-28 20:03:32,62 days 09:22:12,62.39041666666667
26,8.3.0.34182,2020-04-28 13:54:13,9c58e36328ae79ad3c36c13aa253879351ce3613,b77ce511a2039330aea8832ad12e86a8cfa9ff7d,3,0,8.3.1.34397,2020-05-07 12:09:22,3,8 days 22:15:09,8.9271875,2020-04-28 20:03:32,2020-05-08 10:59:30,9 days 14:55:58,9.622199074074073
14,8.3.0.34182,2020-04-28 13:54:13,9c58e36328ae79ad3c36c13aa253879351ce3613,74b4533439f380827d68e8c01667eeaecad89fc7,241,0,8.4.0.35506,2020-07-03 07:09:27,241,65 days 17:15:14,65.71891203703704,2020-04-28 20:03:32,2020-07-03 20:05:22,66 days 00:01:50,66.00127314814814
1,8.4.0.35506,2020-07-03 07:09:27,74b4533439f380827d68e8c01667eeaecad89fc7,a0d372f704998d38856c26e28662fd7de062f873,6,0,8.4.1.35646,2020-07-14 08:13:18,6,11 days 01:03:51,11.044340277777778,2020-07-03 20:05:22,2020-07-14 12:11:47,10 days 16:06:25,10.671122685185185
154,8.4.1.35646,2020-07-14 08:13:18,a0d372f704998d38856c26e28662fd7de062f873,2de1f343e3dbd9e88007b42e475512677c04eb8a,4,0,8.4.2.36762,2020-08-27 14:11:31,4,44 days 05:58:13,44.248761574074074,2020-07-14 12:11:47,2020-08-28 11:43:56,44 days 23:32:09,44.98065972222222
