,from_tag,to_tag,ahead_by,behind_by
2144,6.5-M4,6.7,4167,0
2145,7.0-RC1,6.7.6,97,408
2146,6.6,6.7.6,506,0
2147,6.6-RC1,6.7.6,515,0
2148,6.5,6.7.6,1561,0
2149,6.7.2,6.7.6,78,0
2150,6.7.7,6.7.6,0,12
2151,6.7.3,6.7.6,63,0
2152,6.7.5,6.7.6,16,0
2153,6.7.1,6.7.6,108,0
2154,6.7,6.7.6,93,2693
2155,6.7.4,6.7.6,43,0
2156,7.0,6.7.6,97,415
2157,6.7-RC1,6.7.6,158,0
2158,7.5,6.7.6,93,2212
2159,7.0,7.7,2280,0
2160,6.7.5,7.7,2691,77
2161,6.7.3,7.7,2691,30
2162,7.6,7.7,236,0
2163,6.7.7,7.7,2691,105
2164,6.7.6,7.7,2691,93
2165,7.9,7.7,0,650
2166,7.9.2,7.7,0,686
2167,6.7.4,7.7,2691,50
2168,6.7.2,7.7,2691,15
2169,7.0-RC1,7.7,2287,0
2170,7.8,7.7,0,509
2171,7.9.1,7.7,0,667
2172,7.5,7.7,479,0
2173,4.4-RC3,4.5.3,1156,0
2174,4.5.1-RC1,4.5.3,67,0
2175,4.5.7,4.5.3,0,39
2176,4.5.2,4.5.3,21,0
2177,4.5.6,4.5.3,0,32
2178,4.5-RC2,4.5.3,225,0
2179,4.5,4.5.3,203,0
2180,4.5-RC3,4.5.3,206,0
2181,4.5-RC1,4.5.3,243,0
2182,4.4,4.5.3,1139,0
2183,4.5.5,4.5.3,0,3
2184,4.5.1,4.5.3,59,0
2185,4.5.4,4.5.3,0,3
2186,4.4.1,4.5.3,1138,7
2187,4.1,4.3.2,1774,41
2188,3.7.4,4.3.2,2657,58
2189,4.1.1,4.3.2,1774,47
2190,4.4-RC1,4.3.2,29,1488
2191,4.1-RC2,4.3.2,1774,9
2192,4.3.1,4.3.2,7,0
2193,5.4-RC3,5.4-RC2,0,11
2194,5.4,5.4-RC2,0,21
2195,5.4-M14,5.4-RC2,9,0
2196,5.4-RC4,5.4-RC2,0,18
2197,5.4-RC1,5.4-RC2,12,0
2198,5.4-M9,5.4-RC2,196,0
2199,5.5-M1,5.4-RC2,1,36
2200,5.4-M11,5.4-RC2,123,0
2201,5.4-M12,5.4-RC2,62,0
2202,5.4-M10,5.4-RC2,160,0
2203,5.4-M8,5.4-RC2,233,0
2204,5.4-M13,5.4-RC2,34,0
2205,5.4-M6,5.4-RC2,261,0
2206,5.4-M1,5.4-RC2,9,0
2207,5.1.2,5.4-M3,3475,0
2208,5.4-M5,5.4-M3,0,80
2209,5.4-M6,5.4-M3,0,95
2210,5.2-RC2,5.4-M3,709,0
2211,5.4-M7,5.4-M3,0,100
2212,5.4-M2,5.4-M3,17,0
2213,5.3-RC3,5.4-M3,67,4
2214,5.2-RC1,5.4-M3,713,0
2215,5.2,5.4-M3,622,0
2216,5.3,5.4-M3,67,6
2217,5.4-M4,5.4-M3,0,40
2218,5.2-RC3,5.4-M3,653,0
2219,5.3-RC1,5.4-M3,110,1
2220,5.3-RC2,5.4-M3,70,0
